,S11,S21,S31,S12,S22,S32,S13,S23,S33,20_log_of_mag_S11,20_log_of_mag_S21,20_log_of_mag_S31,degrees_S11,degrees_S21,degrees_S31
4.046,(-0.02166712157037317-0.03741929344672257j),(-0.864422729557373+0.5009028352123719j),(-2.683550446326551e-05-5.686101496948972e-05j),(-0.8644227295573709+0.5009028352123708j),(-0.02169083643449498-0.03740553480064661j),(1.859832519593206e-05+5.966793563422242e-05j),(-2.683550446325421e-05-5.686101496948053e-05j),(1.859832519593263e-05+5.966793563420809e-05j),(0.9847091140358969-0.1742066234279756j),-27.282355795151027,-0.008127579591289569,-84.03038104785621,-120.07239016332427,149.90920348424942,-115.26492513052489
4.047,(-0.02167688400744058-0.03742492489499173j),(-0.8643573392335309+0.5010148208817399j),(-2.690338931252202e-05-5.699015199694264e-05j),(-0.8643573392335286+0.5010148208817387j),(-0.02170057450267631-0.03741117594873584j),(1.864637027749618e-05+5.980458822562322e-05j),(-2.690338931251058e-05-5.69901519969334e-05j),(1.864637027749678e-05+5.980458822560875e-05j),(0.9847015506389166-0.1742493700021245j),-27.280394307977936,-0.008131256556464484,-84.01026867475827,-120.07984396194189,149.90176649791664,-115.27063006592634
4.048,(-0.02168664829758147-0.03743055421641722j),(-0.864291934082917+0.5011267983929065j),(-2.697154117170042e-05-5.711978656912924e-05j),(-0.8642919340829152+0.5011267983929054j),(-0.02171031427319916-0.03741681506768703j),(1.869460526770242e-05+5.994176832320175e-05j),(-2.697154117168884e-05-5.711978656911996e-05j),(1.869460526770306e-05+5.994176832318712e-05j),(0.9846939852894263-0.1742921167963574j),-27.278433299730835,-0.00813493427547194,-83.99012513691856,-120.08729793092397,149.8943294836554,-115.27633497952401
4.049,(-0.02169641444242039-0.03743618141294114j),(-0.8642265141047522+0.5012387677466248j),(-2.703996156096596e-05-5.724992150986829e-05j),(-0.86422651410475+0.5012387677466236j),(-0.02172005574688589-0.03742245215998094j),(1.874303124843549e-05+6.007947892181351e-05j),(-2.703996156095422e-05-5.724992150985895e-05j),(1.874303124843617e-05+6.007947892179876e-05j),(0.9846864179868219-0.1743348638136597j),-27.27647276957493,-0.008138612749422909,-83.96995031842651,-120.09475207094563,149.8868924412786,-115.28203987147465
4.05,(-0.02170618244359943-0.0374418064865233j),(-0.8641610792982407+0.5013507289436667j),(-2.710865201198233e-05-5.738055966432065e-05j),(-0.8641610792982387+0.5013507289436656j),(-0.02172979892457043-0.03742808722812018j),(1.879164930976447e-05+6.021772303895089e-05j),(-2.710865201197044e-05-5.738055966431128e-05j),(1.879164930976518e-05+6.021772303893597e-05j),(0.9846788487304954-0.1743776110570406j),-27.27451271667123,-0.008142291979456356,-83.94974410271826,-120.10220638268783,149.8794553705978,-115.28774474193783
4.051,(-0.02171595230277841-0.0374474294391414j),(-0.8640956296625736+0.5014626819848252j),(-2.717761406802065e-05-5.751170389919168e-05j),(-0.8640956296625713+0.5014626819848241j),(-0.02173954380709836-0.03743372027462933j),(1.884046055002036e-05+6.035650371495733e-05j),(-2.717761406800862e-05-5.751170389918222e-05j),(1.884046055002112e-05+6.035650371494229e-05j),(0.9846712775198339-0.1744203585295326j),-27.27255314017652,-0.008145971966707393,-83.9295063725715,-120.10966086683734,149.87201827142306,-115.29344959107576
4.052,(-0.02172572402163502-0.03745305027279123j),(-0.8640301651969257+0.5015746268709131j),(-2.724684928406917e-05-5.764335710293459e-05j),(-0.8640301651969233+0.5015746268709118j),(-0.02174929039532701-0.03743935130205522j),(1.88894660758743e-05+6.049582401324364e-05j),(-2.724684928405701e-05-5.764335710292508e-05j),(1.888946607587509e-05+6.049582401322848e-05j),(0.9846637043542192-0.1744631062341913j),-27.2705940392433,-0.008149652712334293,-83.90923701010082,-120.11711552408669,149.86458114356313,-115.29915441905347
4.053,(-0.02173549760186507-0.0374586689894868j),(-0.8639646859004579+0.5016865636027641j),(-2.731635922694502e-05-5.777552218595792e-05j),(-0.8639646859004559+0.501686563602763j),(-0.0217590386901256-0.03744498031296711j),(1.893866700241695e-05+6.063568702050753e-05j),(-2.731635922693272e-05-5.77755221859484e-05j),(1.893866700241776e-05+6.063568702049219e-05j),(0.9846561292330294-0.1745058541740968j),-27.268635413019755,-0.008153334217493403,-83.88893589675237,-120.12457035513451,149.85714398682512,-115.30485922603869
4.054,(-0.02174527304518254-0.03746428559126052j),(-0.8638991917723157+0.5017984921812324j),(-2.738614547540642e-05-5.790820208083374e-05j),(-0.8638991917723134+0.5017984921812312j),(-0.02176878869237532-0.03745060730995688j),(1.898806445323848e-05+6.077609584695464e-05j),(-2.738614547539396e-05-5.790820208082414e-05j),(1.898806445323934e-05+6.077609584693918e-05j),(0.9846485521556364-0.1745486023523526j),-27.266677260649704,-0.008157016483361347,-83.86860291329903,-120.13202536068528,149.8497068010148,-115.31056401220192
4.055,(-0.02175505035331983-0.03746990008016339j),(-0.863833682811629+0.5019104126071928j),(-2.74562096202667e-05-5.804139974250903e-05j),(-0.8638336828116268+0.5019104126071917j),(-0.02177854040296946-0.03745623229563928j),(1.903765956050972e-05+6.091705362652287e-05j),(-2.745620962025409e-05-5.804139974249937e-05j),(1.903765956051061e-05+6.091705362650726e-05j),(0.9846409731214084-0.1745913507720867j),-27.264719581272566,-0.008160699511121498,-83.84823793983506,-120.13948054144954,149.84226958593644,-115.31626877771649
4.056,(-0.02176482952802797-0.03747551245826518j),(-0.8637681590175121+0.5020223248815424j),(-2.752655326450975e-05-5.817511814852012e-05j),(-0.8637681590175101+0.5020223248815413j),(-0.02178829382281355-0.03746185527265213j),(1.908745346506435e-05+6.105856351710976e-05j),(-2.752655326449702e-05-5.817511814851046e-05j),(1.908745346506528e-05+6.105856351709403e-05j),(0.9846333921297082-0.1746340994364519j),-27.262762374023303,-0.00816438330196882,-83.82784085577103,-120.14693589814397,149.8348323413927,-115.32197352275853
4.057,(-0.02177461057107671-0.03748112272765455j),(-0.8637026203890646+0.5021342290051987j),(-2.75971780234061e-05-5.830936029920787e-05j),(-0.8637026203890626+0.5021342290051976j),(-0.02179804895282544-0.03746747624365653j),(1.913744731648146e-05+6.120062870080054e-05j),(-2.759717802339322e-05-5.830936029919816e-05j),(1.913744731648242e-05+6.120062870078465e-05j),(0.9846258091798933-0.1746768483486251j),-27.26080563803238,-0.008168067857106004,-83.80741153982866,-120.15439143149136,149.82739506718488,-115.32767824750704
4.058,(-0.02178439348425476-0.0374867308904393j),(-0.8636370669253698+0.5022461249791006j),(-2.766808552463094e-05-5.844412921793676e-05j),(-0.8636370669253676+0.5022461249790993j),(-0.02180780579393545-0.03747309521133708j),(1.918764227316967e-05+6.134325238410081e-05j),(-2.766808552461791e-05-5.844412921792695e-05j),(1.918764227317067e-05+6.13432523840848e-05j),(0.9846182242713168-0.1747195975118087j),-27.258849372425736,-0.008171753177752147,-83.78694987003541,-120.16184714222075,149.81995776311268,-115.33338295214384
4.059,(-0.02179417826936997-0.03749233694874653j),(-0.8635714986254946+0.5023580128042092j),(-2.773927740838364e-05-5.857942795131653e-05j),(-0.8635714986254927+0.5023580128042081j),(-0.02181756434708646-0.03747871217840217j),(1.923803950245215e-05+6.14864377981715e-05j),(-2.773927740837047e-05-5.857942795130668e-05j),(1.923803950245318e-05+6.148643779815531e-05j),(0.9846106374033268-0.1747623469292301j),-27.256893576324707,-0.008175439265136,-83.76645572371915,-120.16930303106743,149.8125204289742,-115.33908763685372
4.06,(-0.02180396492824951-0.0374979409047228j),(-0.8635059154884905+0.5024698924815074j),(-2.781075532750786e-05-5.871525956942511e-05j),(-0.8635059154884883+0.5024698924815061j),(-0.02182732461323409-0.0374843271475841j),(1.928864018065212e-05+6.16301881990653e-05j),(-2.781075532749453e-05-5.871525956941519e-05j),(1.92886401806532e-05+6.1630188199049e-05j),(0.9846030485752651-0.174805096604142j),-27.254938248846017,-0.008179126120497905,-83.74592897750291,-120.176759098773,149.8050830645661,-115.34479230182426
4.061,(-0.02181375346274004-0.03750354276053436j),(-0.8634403175133927+0.5025817640120005j),(-2.788252094761391e-05-5.885162716603567e-05j),(-0.8634403175133906+0.5025817640119993j),(-0.02183708659334675-0.03748994012163937j),(1.933944549318e-05+6.177450686796753e-05j),(-2.788252094760047e-05-5.885162716602572e-05j),(1.933944549318111e-05+6.177450686795109e-05j),(0.9845954577864696-0.174847846539823j),-27.252983389101686,-0.00818281374508592,-83.7253695072993,-120.18421534608552,149.79764566968336,-115.35049694724609
4.062,(-0.02182354387470791-0.03750914251836727j),(-0.8633747046992198+0.5026936273967156j),(-2.795457594720185e-05-5.89885338588449e-05j),(-0.8633747046992175+0.5026936273967144j),(-0.02184685028840579-0.0374955511033489j),(1.939045663462098e-05+6.191939711143826e-05j),(-2.795457594718825e-05-5.898853385883488e-05j),(1.939045663462213e-05+6.191939711142166e-05j),(0.9845878650362727-0.1748905967395777j),-27.25102899619904,-0.008186502140165492,-83.70477718830516,-120.19167177375941,149.79020824411944,-115.35620157331273
4.063,(-0.02183333616603938-0.03751474018042766j),(-0.8633090770449742+0.502805482636703j),(-2.802692201778655e-05-5.912598278970508e-05j),(-0.863309077044972+0.5028054826367019j),(-0.02185661569940568-0.0375011600955183j),(1.944167480882408e-05+6.206486226165851e-05j),(-2.802692201777281e-05-5.912598278969504e-05j),(1.944167480882526e-05+6.206486226164177e-05j),(0.9845802703240011-0.1749333472067366j),-27.24907506924061,-0.008190191307008812,-83.68415189499588,-120.19912838255571,149.78277078766612,-115.36190618022069
4.064,(-0.02184313033864078-0.03752033574894192j),(-0.8632434345496409+0.5029173297330356j),(-2.809956086402408e-05-5.926397712485868e-05j),(-0.8632434345496388+0.5029173297330344j),(-0.02186638282735409-0.03750676710097803j),(1.949310122899215e-05+6.221090567667901e-05j),(-2.80995608640102e-05-5.926397712484855e-05j),(1.949310122899335e-05+6.221090567666211e-05j),(0.9845726736489765-0.1749760979446569j),-27.247121607324104,-0.008193881246903527,-83.66349350111987,-120.20658517324192,149.77533330011366,-115.36761076816948
4.065,(-0.0218529263944387-0.03752592922615683j),(-0.8631777772121891+0.503029168686809j),(-2.81724942038391e-05-5.940252005517451e-05j),(-0.8631777772121869+0.5030291686868079j),(-0.02187615167327198-0.03751237212258372j),(1.954473711777246e-05+6.235753074067074e-05j),(-2.817249420382507e-05-5.940252005516434e-05j),(1.954473711777372e-05+6.235753074065374e-05j),(0.9845650750105153-0.1750188489567223j),-27.245168609542368,-0.008197571961145973,-83.642801879693,-120.2140421465923,149.76789578125064,-115.37331533736172
4.066,(-0.02186272433538023-0.03753152061433978j),(-0.8631121050315701+0.5031409994991424j),(-2.824572376855429e-05-5.954161479638805e-05j),(-0.8631121050315679+0.5031409994991413j),(-0.0218859222381938-0.03751797516321633j),(1.9596583707349e-05+6.250474086417988e-05j),(-2.824572376854012e-05-5.954161479637783e-05j),(1.959658370735028e-05+6.250474086416274e-05j),(0.9845574744079277-0.1750616002463436j),-27.24321607498333,-0.008201263451047925,-83.62207690299275,-120.22149930338774,149.760458230864,-115.37901988800289
4.067,(-0.02187252416343314-0.03753710991577906j),(-0.8630464180067184+0.5032528221711786j),(-2.831925130302137e-05-5.968126458934438e-05j),(-0.8630464180067162+0.5032528221711775j),(-0.02189569452316763-0.03752357622578251j),(1.964864223953557e-05+6.265253948438541e-05j),(-2.831925130300706e-05-5.968126458933411e-05j),(1.964864223953689e-05+6.265253948436813e-05j),(0.9845498718405199-0.1751043518169588j),-27.24126400272994,-0.00820495571792696,-83.60131844255257,-120.22895664441592,149.75302064873893,-115.38472442030171
4.068,(-0.02188232588058603-0.0375426971327839j),(-0.862980716136551+0.5033646367040836j),(-2.839307856575304e-05-5.982147270024304e-05j),(-0.8629807161365489+0.5033646367040824j),(-0.02190546852925523-0.03752917531321472j),(1.970091396586982e-05+6.280093006535884e-05j),(-2.839307856573858e-05-5.98214727002327e-05j),(1.970091396587117e-05+6.280093006534144e-05j),(0.9845422673075914-0.1751471036720334j),-27.23931239186015,-0.008208648763122859,-83.58052636915595,-120.23641417047136,149.74558303465903,-115.39042893446998
4.069,(-0.02189212948884866-0.03754828226768483j),(-0.8629149994199673+0.5034764430990479j),(-2.846720732905715e-05-5.996224242088694e-05j),(-0.8629149994199652+0.5034764430990468j),(-0.02191524425753229-0.03753477242847161j),(1.97534001477087e-05+6.294991609832831e-05j),(-2.846720732904255e-05-5.996224242087656e-05j),(1.975340014771009e-05+6.294991609831075e-05j),(0.9845346608084363-0.1751898558150606j),-27.2373612414468,-0.008212342587980223,-83.55970055283065,-120.2438718823555,149.73814538840614,-115.39613343072257
4.07,(-0.02190193499025203-0.0375538653228338j),(-0.862849267855849+0.5035882413572856j),(-2.854163937917173e-05-6.010357706893294e-05j),(-0.8628492678558469+0.5035882413572844j),(-0.02192502170908846-0.03754036757453814j),(1.980610205632467e-05+6.309950110194424e-05j),(-2.8541639379157e-05-6.010357706892252e-05j),(1.980610205632609e-05+6.309950110192655e-05j),(0.9845270523423435-0.1752326082495616j),-27.235410550557646,-0.00821603719386007,-83.53884086284279,-120.2513297808767,149.73070770976048,-115.40183790927752
4.071,(-0.02191174238684867-0.03755944630060436j),(-0.8627835214430604+0.5037000314800356j),(-2.861637651640244e-05-6.024547998814668e-05j),(-0.8627835214430583+0.5037000314800344j),(-0.02193480088502751-0.0375459607544259j),(1.985902097300343e-05+6.324968862254981e-05j),(-2.861637651638755e-05-6.024547998813619e-05j),(1.985902097300488e-05+6.324968862253197e-05j),(0.9845194419085956-0.1752753609790859j),-27.233460318255247,-0.008219732582130174,-83.51794716769072,-120.25878786685043,149.72326999850046,-115.40754237035605
4.072,(-0.02192155168071284-0.03756502520339201j),(-0.862717760180447+0.5038118134685615j),(-2.869142055526123e-05-6.038795454866008e-05j),(-0.8627177601804449+0.5038118134685603j),(-0.02194458178646759-0.03755155197117346j),(1.991215818914274e-05+6.340048223445384e-05j),(-2.869142055524622e-05-6.038795454864953e-05j),(1.991215818914422e-05+6.340048223443585e-05j),(0.9845118295064699-0.1753181140072119j),-27.231510543596933,-0.00822342875417666,-83.49701933509911,-120.26624614109919,149.71583225440273,-115.41324681418259
4.073,(-0.0219313628739407-0.03757060203361424j),(-0.8626519840668363+0.5039235873241513j),(-2.876677332460619e-05-6.053100414723054e-05j),(-0.8626519840668341+0.5039235873241501j),(-0.0219543644145412-0.03755714122784647j),(1.996551500635189e-05+6.355188554020608e-05j),(-2.876677332459103e-05-6.053100414721995e-05j),(1.996551500635341e-05+6.355188554018797e-05j),(0.9845042151352377-0.1753608673375465j),-27.22956122563477,-0.008227125711399157,-83.47605723201282,-120.2737046044527,149.7083944772422,-115.4189512409848
4.074,(-0.02194117596865058-0.03757617679371085j),(-0.8625861931010373+0.5040353530481186j),(-2.884243666778387e-05-6.067463220750519e-05j),(-0.8625861931010353+0.5040353530481174j),(-0.02196414877039544-0.03756272852753804j),(2.001909273655305e-05+6.370390217087713e-05j),(-2.884243666776858e-05-6.067463220749455e-05j),(2.001909273655461e-05+6.370390217085888e-05j),(0.9844965987941644-0.1754036209737258j),-27.227612363415467,-0.008230823455206957,-83.45506072459072,-120.28116325774795,149.70095666679194,-115.42465565099357
4.075,(-0.02195099096698321-0.03758174948614418j),(-0.862520387281841+0.5041471106418023j),(-2.891841244277306e-05-6.081884218028754e-05j),(-0.8625203872818389+0.5041471106418011j),(-0.02197393485519212-0.03756831387336896j),(2.007289270208368e-05+6.385653578634147e-05j),(-2.891841244275763e-05-6.081884218027685e-05j),(2.007289270208526e-05+6.385653578632307e-05j),(0.9844889804825099-0.1754463749194155j),-27.22566395598035,-0.0082345219870219,-83.4340296781994,-120.28862210182919,149.6935188228233,-115.4303600444431
4.076,(-0.02196080787110187-0.03758732011339927j),(-0.8624545666080188+0.5042588601065666j),(-2.899470252232975e-05-6.096363754380638e-05j),(-0.8624545666080166+0.5042588601065654j),(-0.02198372267010792-0.037573897268488j),(2.012691623579958e-05+6.40097900755627e-05j),(-2.899470252231417e-05-6.096363754379562e-05j),(2.012691623580121e-05+6.400979007554416e-05j),(0.9844813601995273-0.1754891291783108j),-27.2237160023653,-0.008238221308282235,-83.41296395740699,-120.29608113754813,149.68608094510583,-115.43606442157088
4.077,(-0.02197062668319271-0.03759288867798411j),(-0.8623887310783233+0.5043706014438017j),(-2.907130879413463e-05-6.110902180398955e-05j),(-0.8623887310783211+0.5043706014438006j),(-0.02199351221633456-0.03757947871607217j),(2.018116468118009e-05+6.416366875688383e-05j),(-2.907130879411894e-05-6.110902180397878e-05j),(2.018116468118174e-05+6.416366875686517e-05j),(0.9844737379444642-0.1755318837541373j),-27.221768501600693,-0.008241921420440702,-83.39186342597672,-120.30354036576387,149.67864303340707,-115.44176878261773
4.078,(-0.02198044740546492-0.03759845518242991j),(-0.8623228806914881+0.5044823346549245j),(-2.914823316094173e-05-6.125499849473953e-05j),(-0.862322880691486+0.5044823346549233j),(-0.02200330349507889-0.03758505821932701j),(2.023563939243365e-05+6.43181755783196e-05j),(-2.914823316092589e-05-6.12549984947287e-05j),(2.023563939243535e-05+6.431817557830082e-05j),(0.9844661137165621-0.1755746386506505j),-27.21982145271134,-0.008245622324955824,-83.37072794686064,-120.3109997873431,149.67120508749287,-115.44747312782785
4.079,(-0.02199027004015093-0.0376040196292912j),(-0.8622570154462276+0.5045940597413774j),(-2.922547754072889e-05-6.140157117821278e-05j),(-0.8622570154462255+0.5045940597413762j),(-0.02201309650756307-0.03759063578148684j),(2.029034173460523e-05+6.447331431785299e-05j),(-2.922547754071292e-05-6.14015711782019e-05j),(2.029034173460696e-05+6.447331431783404e-05j),(0.9844584875150563-0.1756173938716367j),-27.217874854716445,-0.00824932402330833,-83.34955738219298,-120.31845940316012,149.66376710712717,-115.45317745744879
4.08,(-0.02200009458950676-0.03760958202114627j),(-0.862191135341236+0.50470577670463j),(-2.930304386685088e-05-6.15487434451037e-05j),(-0.8621911353412336+0.5047057767046287j),(-0.0220228912550248-0.0375962114058151j),(2.034527308368506e-05+6.462908878373604e-05j),(-2.930304386683477e-05-6.154874344509275e-05j),(2.034527308368682e-05+6.462908878371696e-05j),(0.9844508593391761-0.1756601494209135j),-27.21592870662953,-0.008253026516987646,-83.32835159328366,-120.3259192140969,149.65632909207196,-115.4588817717316
4.081,(-0.02200992105581217-0.03761514236059722j),(-0.8621252403751879+0.5048174855461787j),(-2.938093408819303e-05-6.169651891492954e-05j),(-0.8621252403751859+0.5048174855461773j),(-0.02203268773871734-0.03760178509560464j),(2.04004348267181e-05+6.478550281479242e-05j),(-2.938093408817677e-05-6.169651891491855e-05j),(2.04004348267199e-05+6.478550281477321e-05j),(0.9844432291881435-0.1757029053023291j),-27.213983007458374,-0.00825672980750346,-83.3071104406117,-120.33337922104316,149.64889104208734,-115.46458607093068
4.082,(-0.02201974944137088-0.03762070065027028j),(-0.8620593305467384+0.5049291862675468j),(-2.945915016932754e-05-6.184490123632068e-05j),(-0.8620593305467362+0.5049291862675456j),(-0.02204248595990978-0.03760735685417792j),(2.045582836191539e-05+6.494256028072508e-05j),(-2.945915016931115e-05-6.184490123630965e-05j),(2.045582836191722e-05+6.494256028070573e-05j),(0.9844355970611753-0.1757456615197636j),-27.21203775620497,-0.008260433896372233,-83.28583378381863,-120.34083942489652,149.64145295693152,-115.470290355304
4.083,(-0.02202957974851086-0.03762625689281599j),(-0.8619934058545223+0.5050408788702858j),(-2.953769409067179e-05-6.199389408731409e-05j),(-0.8619934058545202+0.5050408788702846j),(-0.02205228591988715-0.03761292668488744j),(2.051145509876662e-05+6.510026508242766e-05j),(-2.953769409065525e-05-6.199389408730297e-05j),(2.051145509876848e-05+6.510026508240818e-05j),(0.9844279629574815-0.1757884180771292j),-27.210092951865477,-0.008264138785124891,-83.26452148170156,-120.34829982656247,149.6340148363607,-115.47599462511299
4.084,(-0.0220394119795846-0.03763181109090959j),(-0.8619274662971537+0.5051525633559741j),(-2.961656784864798e-05-6.214350117564953e-05j),(-0.8619274662971513+0.5051525633559728j),(-0.02206208761995059-0.03761849459111592j),(2.056731645815388e-05+6.525862115229867e-05j),(-2.961656784863134e-05-6.214350117563839e-05j),(2.056731645815577e-05+6.525862115227904e-05j),(0.9844203268762656-0.1758311749783698j),-27.20814859343009,-0.008267844475310716,-83.24317339220656,-120.3557604269545,149.62657668012912,-115.48169888062256
4.085,(-0.02204924613696932-0.03763736324725107j),(-0.8618615118732256+0.5052642397262188j),(-2.969577345584541e-05-6.229372623907063e-05j),(-0.8618615118732236+0.5052642397262176j),(-0.02207189106141753-0.03762406057627669j),(2.062341387246708e-05+6.541763245456067e-05j),(-2.969577345582861e-05-6.229372623905942e-05j),(2.0623413872469e-05+6.541763245454093e-05j),(0.9844126888167242-0.1758739322274623j),-27.206204679883072,-0.008271550968496362,-83.22178937242158,-120.36322122699424,149.61913848798906,-115.48740312210131
